doi,id
10.1016/s0248-4900(02)00007-2,pub.1014298101
10.1084/jem.20041457,pub.1024693271
10.1379/1466-1268(2000)005<0462:thspga>2.0.co;2,pub.1018678253
10.7124/bc.00017c,pub.1073607153
10.1016/j.ajpath.2010.11.033,pub.1038651303
10.3233/cbm-2011-0205,pub.1078445589
10.1016/j.rhum.2009.11.018,pub.1047082903
10.1097/00003246-200512002-00031,pub.1009017889
10.1038/ncpneph1015,pub.1012587399
10.1016/j.jprot.2010.08.011,pub.1028420766
10.1046/j.1445-2197.2002.02450.x,pub.1001465729
10.1158/0008-5472.can-04-0774,pub.1043087236
10.1126/science.1164096,pub.1001930208
10.1186/ar516,pub.1026651376
10.1186/cc2713,pub.1034891628
10.1111/j.1462-5822.2005.00679.x,pub.1021690633
10.1002/mas.10057,pub.1038336846
10.1097/00024382-200606001-00127,pub.1016065020
10.1186/ar346,pub.1014840650
10.1073/pnas.0507995103,pub.1002919789
10.1002/jemt.10060,pub.1021572932
10.1097/01.cji.0000191023.98168.ef,pub.1052172065
10.1007/s12192-009-0146-5,pub.1047871599
10.1136/ard.2005.045716,pub.1003579417
10.1016/s1360-1385(02)02294-x,pub.1030258004
10.1111/j.1742-4658.2010.07892.x,pub.1019109296
10.1186/cc2662,pub.1052908775
10.1128/jvi.00587-10,pub.1020312034
10.1016/j.cbi.2005.10.004,pub.1022438119
10.1016/j.autrev.2005.01.002,pub.1007467821
10.1016/j.conb.2006.01.005,pub.1041438660
10.1107/s1744309109052749,pub.1040971286
10.1186/cc2219,pub.1044672813
10.1186/cc2217,pub.1022805992
10.1128/jvi.80.5.2106-2117.2006,pub.1043246768
10.1186/ar2833,pub.1004246128
10.1186/cc2492,pub.1007515677
10.1038/ncpneph0241,pub.1012032051
10.1016/j.mcn.2007.12.008,pub.1023737359
10.1097/00024382-200606001-00080,pub.1033225413
10.1093/nar/gkh619,pub.1024835978
10.1055/s-0037-1608916,pub.1107829543
10.4111/kju.2010.51.2.139,pub.1029220076
10.1186/1753-6561-4-s2-p29,pub.1051105551
10.1159/000112847,pub.1051067667
10.1042/bst0381093,pub.1045048720
10.1016/j.tplants.2008.05.002,pub.1025335054
10.1007/s00412-007-0100-1,pub.1009890733
10.1074/jbc.m110.149468,pub.1042704652
10.1371/journal.pgen.0010002,pub.1045381268
10.1016/j.molonc.2010.10.001,pub.1010389962
10.1097/00024382-200606001-00077,pub.1032699468
10.1126/science.1198374,pub.1014130276
10.1093/ndtplus/sfq136,pub.1049458616
10.1097/01.cji.0000191102.96313.ff,pub.1027184150
10.1007/s00018-010-0339-1,pub.1029349097
10.231/jim.0b013e3181d473e7,pub.1023576281
10.1186/gb-2006-7-10-r99,pub.1035147888
10.1038/sj.bjc.6605990,pub.1010061426
10.3109/00365521.2010.490596,pub.1022111853
10.1101/gr.080275.108,pub.1006669364
10.1007/s00262-009-0808-2,pub.1032386088
10.1089/088282402760312304,pub.1059199104
10.1002/path.1805,pub.1026057429
10.1007/s12016-007-8007-4,pub.1014466493
10.1016/j.febslet.2008.12.002,pub.1033672833
10.1016/j.tcb.2005.09.011,pub.1024908051
10.1080/10408360701428257,pub.1038904052
10.1016/j.bios.2010.07.116,pub.1017114901
10.1002/1521-4141(200011)30:11<3256::aid-immu3256>3.0.co;2-h,pub.1023411967
10.1146/annurev.cellbio.20.010403.102350,pub.1030010644
10.1051/medsci/2006222183,pub.1057041571
10.1128/jvi.79.7.4415-4424.2005,pub.1044023257
10.1681/asn.2006121399,pub.1053338205
10.1073/pnas.0406240101,pub.1032594925
10.1093/nar/gkn1020,pub.1035569703
10.1016/j.bbrc.2006.03.040,pub.1028759025
10.1016/j.jalz.2006.05.077,pub.1009788563
10.1080/10641950801955733,pub.1039991758
10.1186/cc2655,pub.1018427580
10.1615/critrevimmunol.v25.i3.30,pub.1068131865
10.1091/mbc.12.11.3428,pub.1000999368
10.1111/j.1742-4658.2008.06300.x,pub.1046601471
10.1016/j.mcn.2007.11.007,pub.1012956999
10.1016/j.molbiopara.2007.09.009,pub.1021927561
10.1128/jvi.01205-07,pub.1028759316
10.1016/j.virusres.2004.06.014,pub.1007498182
10.1371/journal.ppat.1000015,pub.1005541446
10.1146/annurev.immunol.25.022106.141609,pub.1035811672
10.4049/jimmunol.171.5.2517,pub.1075335110
10.1074/jbc.m402803200,pub.1001009548
10.1091/mbc.e08-08-0825,pub.1024317246
10.1038/nrm732,pub.1052779591
,pub.1078403141
10.1053/j.ajkd.2009.12.030,pub.1037957700
10.1182/blood-2002-06-1705,pub.1046960164
10.1378/chest.09-3065,pub.1053068930
10.1042/bst0360520,pub.1021120677
10.1038/nrmicro2117,pub.1016275799
10.1371/journal.pbio.0030191,pub.1024930877
10.1007/s10741-010-9180-8,pub.1032725057
10.1016/j.jalz.2018.06.182,pub.1107764058
10.1186/cc2281,pub.1009863949
10.1186/cc2636,pub.1032272426
10.1186/1471-2105-10-393,pub.1043088187
,pub.1077403580
10.1002/mrd.20170,pub.1037556617
10.1016/j.jsb.2010.11.021,pub.1050287570
10.1073/pnas.0908151106,pub.1038777094
10.1542/peds.2003-0651-f,pub.1017014761
10.4049/jimmunol.179.9.6318,pub.1077502952
10.1002/art.27386,pub.1012793411
10.1111/j.1574-6968.2007.00789.x,pub.1010463824
10.1097/01.wox.0000301240.08668.fd,pub.1060323071
10.1002/eji.200636791,pub.1001046093
10.1186/ar649,pub.1034992159
10.1016/s0092-8674(01)00225-2,pub.1051243610
10.1242/jcs.01296,pub.1022925412
10.1139/w10-008,pub.1006929962
10.1261/rna.720308,pub.1025965634
10.1051/medsci/20031989778,pub.1057040896
10.1016/j.virol.2008.08.028,pub.1050462667
10.1074/jbc.m207736200,pub.1048155270
10.1097/00024382-200606001-00230,pub.1018308181
10.1099/vir.0.83344-0,pub.1060401660
10.1002/cphc.201090033,pub.1030587704
10.1016/j.mehy.2010.01.005,pub.1005428890
10.1158/1541-7786.mcr-09-0410,pub.1048104694
10.1111/j.1582-4934.2008.00668.x,pub.1019870413
10.1111/j.1567-1364.2008.00472.x,pub.1050358832
10.1186/cc2573,pub.1016124395
10.1016/j.critrevonc.2010.07.015,pub.1028531501
10.1016/j.ceb.2010.04.001,pub.1012806061
10.1534/genetics.107.073205,pub.1008752469
10.1016/j.oraloncology.2009.03.006,pub.1018164707
10.1016/j.sbi.2004.05.003,pub.1053356800
10.1212/01.wnl.0000249150.98891.d1,pub.1064348788
10.1080/07352680500391337,pub.1049084259
10.1097/00024382-200606001-00164,pub.1007410207
10.1371/journal.pbio.0060283,pub.1006057097
10.1016/j.jasms.2009.03.014,pub.1044708735
10.1093/bfgp/elp037,pub.1008790777
10.1016/j.jri.2010.08.051,pub.1010766159
,pub.1077426373
10.2353/jmoldx.2010.090116,pub.1049624705
10.1371/journal.pone.0011710,pub.1000196932
10.1186/cc5807,pub.1031590030
10.1097/01.cji.0000190943.02633.5f,pub.1027994264
10.1053/j.seminoncol.2007.01.007,pub.1018730288
10.1261/rna.1176708,pub.1038331487
10.1016/j.molbiopara.2006.02.022,pub.1040069362
10.1128/mcb.01325-08,pub.1020622371
10.1111/j.1538-7836.2004.00941.x,pub.1005745862
10.1517/14728222.2010.499360,pub.1040468515
10.1183/09031936.06.00135305,pub.1052950174
10.1016/j.brainres.2010.03.103,pub.1047655643
10.1074/jbc.m804400200,pub.1039935451
10.1261/rna.1426609,pub.1015699025
10.1182/blood-2005-12-4831,pub.1052954246
10.1053/j.gastro.2009.12.051,pub.1000118513
10.1371/journal.ppat.1001188,pub.1024302621
10.1126/scisignal.3146pe40,pub.1062684900
10.1016/j.plefa.2009.09.006,pub.1037973557
10.1016/j.yexcr.2004.09.029,pub.1016153325
10.1016/j.immuni.2005.12.001,pub.1042897717
10.1007/s12192-010-0241-7,pub.1010485241
10.1097/00024382-200606001-00261,pub.1008150377
10.1007/s12014-009-9029-0,pub.1032887323
10.1038/nature02538,pub.1045346104
10.1097/ccm.0b013e3181a5c18b,pub.1043760902
10.1016/s1471-4906(01)02025-7,pub.1011330635
10.1186/ar454,pub.1016718728
10.1016/s0955-0674(03)00080-2,pub.1005618957
10.1146/annurev.pathmechdis.3.121806.154326,pub.1001740556
10.1159/000025371,pub.1006254947
10.1007/s00005-007-0012-z,pub.1025281289
10.1016/j.bpj.2008.12.1974,pub.1010644638
10.1073/pnas.0801388105,pub.1040908097
10.1111/j.1398-9995.2009.02078.x,pub.1019152517
10.1016/s1525-0016(16)37498-6,pub.1054704922
10.4110/in.2010.10.1.15,pub.1019472817
10.1097/01.cji.0000190980.00847.8d,pub.1051572918
10.1038/sj.gt.3301821,pub.1051984310
10.1073/pnas.0712276105,pub.1005202286
10.1182/blood.v116.21.3785.3785,pub.1121740767
10.1016/j.mce.2009.03.007,pub.1036596962
10.1093/nar/gkm614,pub.1033059744
10.1002/eji.200425628,pub.1039991941
10.1038/nmeth0209-113,pub.1008949850
10.1097/01.wox.0000301245.95206.18,pub.1060323076
10.1111/j.1749-6632.2010.05718.x,pub.1010879940
10.1016/j.jim.2006.06.013,pub.1041683677
10.1016/j.pharmthera.2010.05.002,pub.1029453413
10.1097/00024382-200606001-00108,pub.1044538299
10.1016/j.addr.2009.11.018,pub.1009838913
10.1186/1471-2105-11-505,pub.1049353175
10.1159/000288835,pub.1023338229
10.2307/4015131,pub.1030743155
10.1016/s1525-0016(16)38374-5,pub.1054705793
10.4049/jimmunol.177.3.1460,pub.1045524114
10.1097/00042871-200701010-00636,pub.1033018492
10.1186/cc2197,pub.1020854837
10.1186/1745-6150-2-19,pub.1018868202
10.1159/000274468,pub.1048251179
10.4049/jimmunol.176.3.1375,pub.1006506985
10.1016/j.clim.2005.03.007,pub.1006838805
10.1006/cimm.1996.1067,pub.1044466502
10.1038/nrm2771,pub.1050412004
10.1111/j.1348-0421.2003.tb03435.x,pub.1022180619
10.1038/emboj.2008.165,pub.1029848417
10.1371/journal.pone.0009588,pub.1026483622
10.1111/j.1399-0004.2008.01076.x,pub.1019202033
10.1016/j.tins.2008.02.003,pub.1038729026
10.1021/pr800225z,pub.1056294367
10.1016/j.immuni.2010.04.011,pub.1013211302
10.1073/pnas.0710608105,pub.1036163164
10.1016/j.abb.2008.03.025,pub.1002650849
10.1128/mcb.00761-08,pub.1031963482
10.1158/1541-7786.mcr-07-2168,pub.1048408080
10.1038/ng1682,pub.1025360320
10.4049/jimmunol.180.4.2545,pub.1077603159
10.1186/ar689,pub.1020670022
10.1017/s1551929500054419,pub.1104146468
10.1111/j.1365-313x.2005.02486.x,pub.1032874471
10.1128/ec.00088-07,pub.1012140490
10.1242/dev.043547,pub.1015715272
10.1007/s00262-002-0284-4,pub.1046617971
10.1261/rna.208906,pub.1011968970
10.1128/jvi.78.21.11487-11505.2004,pub.1039569796
10.1007/s00281-007-0069-0,pub.1008818102
10.1093/intimm/dxq244,pub.1083448808
10.1016/j.clim.2010.10.006,pub.1044919368
10.1016/j.mehy.2007.12.005,pub.1020525699
10.1089/cbr.2009.0714,pub.1059243028
10.1099/vir.0.019935-0,pub.1060398544
10.1016/j.bbamcr.2010.08.001,pub.1049417321
10.1016/j.jprot.2008.06.002,pub.1025528861
10.1111/j.1476-5381.2010.00836.x,pub.1053674168
10.1186/ar1759,pub.1033298908
10.1016/j.bbagen.2008.03.004,pub.1020585802
10.1016/j.str.2009.05.009,pub.1044280914
10.1093/nar/gkq601,pub.1052378969
10.1186/gb-2008-9-4-218,pub.1048174004
10.1128/mcb.19.2.1518,pub.1007532942
10.1042/bj20020402,pub.1004303054
10.1101/gad.1622708,pub.1032438274
10.1186/cc2283,pub.1045233603
10.1080/15216540216033,pub.1006050554
10.1128/mcb.26.6.2408-2418.2006,pub.1027428434
10.1111/j.1365-2141.1993.tb03034.x,pub.1005319202
10.1016/j.ejcsup.2006.04.111,pub.1045055642
10.1261/rna.697308,pub.1003595824
10.1186/ar473,pub.1007373798
10.1111/j.1742-4658.2005.4739_3.x,pub.1052341384
10.1042/bst0381088,pub.1011699206
10.1002/cyto.a.10092,pub.1003271158
10.1016/j.pbi.2008.11.004,pub.1023247686
10.1101/sqb.2010.75.058,pub.1034339124
,pub.1077509781
10.1083/jcb.200608137,pub.1002348874
10.1038/ncomms1040,pub.1018023081
10.1007/s00705-010-0648-6,pub.1012445124
10.1097/00001622-200511000-00016,pub.1052435587
10.1016/j.molcel.2009.05.008,pub.1042362223
10.1093/database/bap006,pub.1020918778
10.1007/s00018-005-5391-x,pub.1038964422
10.1128/iai.01447-06,pub.1009984450
10.1111/j.1582-4934.2008.00281.x,pub.1028279631
10.1186/ar2697,pub.1034927879
10.1128/mcb.01913-05,pub.1008085438
10.1105/tpc.109.066167,pub.1003504287
10.1186/ar546,pub.1035497775
10.1111/j.1538-7836.2010.04007.x,pub.1002764060
10.1111/j.1600-065x.2007.00567.x,pub.1032073432
10.1016/j.jtbi.2006.06.011,pub.1052384949
10.1099/vir.0.82961-0,pub.1060401514
10.1042/bst0351369,pub.1032928029
10.1016/j.molbiopara.2008.11.010,pub.1015754077
10.1074/jbc.m805145200,pub.1020761849
10.1083/jcb.1764iti3,pub.1034091312
10.11400/kekkaku1923.83.679,pub.1114490453
10.1016/j.gde.2010.02.003,pub.1004320451
10.1097/00024382-200606001-00259,pub.1023488186
10.1016/j.immuni.2007.07.009,pub.1041591269
10.1158/1078-0432.ccr-09-0959,pub.1020958006
10.1038/embor.2008.230,pub.1007082602
10.1111/j.1600-0854.2009.01028.x,pub.1039144968
10.1107/s0108767305097886,pub.1023649156
10.1007/bf00187814,pub.1034677973
10.1074/mcp.m000038-mcp201,pub.1021633511
10.1097/moh.0b013e32832ea49c,pub.1000947404
10.1097/00024382-200606001-00281,pub.1001293260
10.1084/jem.20082449,pub.1021205547
10.1111/j.1365-2567.2008.02808.x,pub.1041623204
10.1016/j.coi.2003.11.009,pub.1051950686
10.1189/jlb.0106053,pub.1021374435
10.1089/hum.2009.0925,pub.1059273339
10.1016/j.molcel.2005.08.026,pub.1006929878
10.1016/s1534-5807(02)00134-x,pub.1039543798
10.1007/s11010-008-9777-6,pub.1040226713
10.1681/asn.2008060564,pub.1031303786
10.1016/j.molcel.2006.11.011,pub.1004609779
10.1038/nrc1949,pub.1048514583
10.1182/blood-2005-06-031377,pub.1038461836
10.1158/1535-7163.mct-05-0102,pub.1053558432
10.1016/j.gde.2009.04.002,pub.1015410118
10.1517/17425255.2.5.697,pub.1051198749
10.1074/jbc.m704745200,pub.1025607967
10.1097/mot.0b013e32832d6683,pub.1001833082
10.1038/emboj.2008.122,pub.1034881334
10.1186/ar641,pub.1014951949
10.1002/jms.809,pub.1040314786
10.1097/01.lab.0000098425.03006.42,pub.1032133706
10.1097/01.wox.0000301253.33324.18,pub.1060323084
10.1089/oli.2009.0212,pub.1059303442
10.1016/j.molbiopara.2007.03.012,pub.1006040619
10.1006/cbir.1999.0434,pub.1035690169
10.1186/cc2269,pub.1032406712
10.1038/nrm2623,pub.1044626616
10.1097/00002281-200011000-00001,pub.1008499804
10.1186/1471-2164-7-114,pub.1031700570
10.1186/1471-2407-10-70,pub.1030844293
10.1007/s00412-005-0038-0,pub.1043043123
10.1128/jvi.75.1.269-277.2001,pub.1018912222
10.1081/cnv-200029072,pub.1004162740
10.1016/j.devcel.2010.06.010,pub.1007833612
10.1016/j.bbadis.2008.12.009,pub.1019098331
10.1126/science.319.5867.1157d,pub.1062597560
10.1016/j.canlet.2008.12.028,pub.1013218422
10.1093/rheumatology/kep248,pub.1005375888
10.1097/01.cji.0000191064.34501.aa,pub.1004790816
10.1186/cc2574,pub.1030838387
10.1016/j.autrev.2009.10.004,pub.1002199832
10.1038/nrg995,pub.1037262745
10.1016/j.jbspin.2010.07.011,pub.1050669224
10.1016/j.bpg.2003.10.004,pub.1029057214
10.1111/j.1863-2378.2009.01260.x,pub.1000769263
10.1042/bc20060097,pub.1032786479
10.1261/rna.2307206,pub.1032145138
10.1186/1471-2164-8-372,pub.1047809586
10.1101/gad.1645808,pub.1027312270
10.1097/00024382-200606001-00205,pub.1050915043
10.1016/j.fertnstert.2009.01.067,pub.1053515886
10.1126/science.1155472,pub.1025637266
10.1016/j.cellimm.2009.07.001,pub.1021934172
10.1002/glia.20927,pub.1039916794
10.1038/nrm1393,pub.1020151366
10.1016/s0020-7292(09)60662-7,pub.1047775533
10.1177/030089161009600313,pub.1078220531
10.1128/mcb.01496-08,pub.1008997292
,pub.1077932242
10.1093/hmg/ddi080,pub.1037640787
10.1007/s00412-006-0089-x,pub.1043817627
10.1097/00024382-200606001-00235,pub.1030717096
10.1097/00024382-200606001-00252,pub.1004213062
10.1517/14728222.5.4.491,pub.1045604409
10.1186/gb-2008-9-2-r35,pub.1037866253
10.1186/gb-2006-7-10-r98,pub.1050258264
10.1159/000138889,pub.1010122670
10.1126/science.1155750,pub.1015108743
10.1038/jid.2008.93,pub.1000810192
10.1186/ar741,pub.1031335276
10.1186/cc2721,pub.1048758025
10.1016/j.dci.2006.11.004,pub.1000665507
10.1016/s0955-0674(99)00048-4,pub.1036953695
10.1016/j.molimm.2010.01.022,pub.1051827455
10.1111/j.1600-6143.2009.02738.x,pub.1021048226
10.1097/mol.0b013e32833b09ab,pub.1035863722
10.1016/j.biomaterials.2010.05.062,pub.1037445385
10.1016/j.devcel.2008.05.012,pub.1002259276
10.1186/ar508,pub.1025925310
10.1016/s1359-6349(05)80086-2,pub.1013617514
10.1016/s0959-8049(99)00090-8,pub.1014896463
10.1186/cc2770,pub.1044866028
10.1016/j.jalz.2010.05.1700,pub.1040884793
10.4137/lpi.s1014,pub.1092703916
10.1186/cc2469,pub.1006831192
10.1016/j.bbabio.2010.07.004,pub.1043573111
10.1016/j.ymgme.2010.07.002,pub.1012610008
10.1097/01.cji.0000191094.50641.c6,pub.1052589351
10.1080/15287390701290766,pub.1005101506
10.1038/nrg2438,pub.1052823776
10.1126/science.1087361,pub.1048921070
10.1016/s1525-0016(16)39148-1,pub.1054706567
10.1128/cdli.12.7.814-820.2005,pub.1035966316
10.1105/tpc.109.066050,pub.1050016878
10.1016/j.ejogrb.2009.04.002,pub.1013792032
10.1016/j.chom.2010.07.003,pub.1051368953
10.1097/00003246-200512002-00043,pub.1021375469
10.1007/s10048-009-0192-2,pub.1020570716
10.1016/j.dnarep.2004.08.003,pub.1025137443
10.1158/1055-9965.epi-10-0069,pub.1046078847
10.1016/j.jchromb.2007.06.001,pub.1048901939
10.1016/j.anaerobe.2003.09.003,pub.1015430058
10.1089/hum.2006.106,pub.1059272688
10.1016/j.jalz.2018.07.088,pub.1107769172
10.1093/dnares/dsq006,pub.1029482981
10.1051/medsci/2005212132,pub.1057041301
10.1261/rna.2060405,pub.1006229584
10.1007/s11825-009-0144-0,pub.1007804085
10.1016/j.bpj.2009.12.3629,pub.1011919042
10.1016/j.biochi.2008.07.009,pub.1013530627
10.1016/s0923-2494(99)80020-0,pub.1003620220
10.1016/j.molimm.2004.03.002,pub.1019465990
10.1096/fasebj.24.1_supplement.670.6,pub.1128011666
10.1016/j.cell.2010.02.043,pub.1049989483
10.1111/j.1582-4934.2005.tb00494.x,pub.1053554875
10.1016/j.fsi.2008.08.006,pub.1033696564
10.1097/00007890-200607152-02914,pub.1028841030
10.1097/01.cji.0000191053.73511.fa,pub.1012932309
10.1083/jcb.110.5.1681,pub.1046353122
10.1007/s00018-008-8027-0,pub.1004330196
10.1371/journal.pone.0007738,pub.1044609006
10.1002/cyto.a.20572,pub.1010512869
10.5483/bmbrep.2005.38.5.545,pub.1019677690
10.1016/j.bbapap.2008.06.015,pub.1014745415
10.1097/00024382-200606001-00211,pub.1040518677
10.1101/gr.5870107,pub.1023490582
10.1152/ajplung.00078.2005,pub.1004666183
10.1083/jcb.201006173,pub.1050239972
10.1186/cc2775,pub.1041712575
10.1016/j.bbrc.2010.07.083,pub.1000539313
10.1186/ar481,pub.1051706984
10.1111/j.1365-2222.2004.02093.x,pub.1007925746
10.1186/cc2323,pub.1029860603
10.1038/sj.cgt.7700974,pub.1015645840
10.1016/s1535-9476(20)34954-9,pub.1134465970
10.1128/jvi.78.15.8301-8311.2004,pub.1021964889
10.1186/cc2511,pub.1033005272
10.1186/ar526,pub.1049188601
10.4155/bio.09.80,pub.1012622221
10.1007/s12192-010-0237-3,pub.1042512850
10.1007/s12094-007-0043-2,pub.1014075727
10.1016/j.cell.2010.01.022,pub.1013258646
10.1016/s0378-5955(02)00748-7,pub.1017494644
10.1186/1471-2164-11-492,pub.1019323599
10.1111/j.1537-2995.2007.01615.x,pub.1015242853
10.1016/j.tcb.2010.06.001,pub.1028310148
10.1097/00003246-200512002-00038,pub.1043249418
10.1046/j.1365-3083.2003.00582.x,pub.1005850905
10.1309/113n8eufxyueccna,pub.1064984933
10.1186/cc2615,pub.1044252706
10.1002/jnr.21246,pub.1023451300
10.1186/cc2716,pub.1033740278
10.1371/journal.pone.0003313,pub.1006247653
10.1523/jneurosci.0458-08.2008,pub.1017700362
10.1016/j.jprot.2008.11.020,pub.1012926089
10.4049/jimmunol.176.10.6270,pub.1077232443
10.1182/blood-2009-08-231316,pub.1029964549
10.1002/wsbm.135,pub.1015643186
10.1016/j.micinf.2008.04.017,pub.1015634646
10.1042/bsr20080110,pub.1002292071
10.1016/j.biocel.2009.12.017,pub.1014660198
10.2217/hiv.09.54,pub.1004838219
10.1016/s1201-9712(10)60026-4,pub.1006105242
10.1016/j.molcel.2006.09.004,pub.1017584571
10.1186/1423-0127-17-3,pub.1047324327
10.1111/j.1460-9568.2005.04172.x,pub.1004046577
10.1186/1742-4690-7-107,pub.1043634556
10.1097/00007890-200607152-02913,pub.1033547415
10.1128/mcb.00881-07,pub.1046189169
10.1128/mcb.01031-10,pub.1046519569
10.1111/j.1600-0854.2005.00370.x,pub.1046703092
10.1093/emboj/cdf371,pub.1023260839
10.11406/rinketsu.42.68,pub.1119808299
10.1513/pats.200906-035js,pub.1052760336
10.1016/j.str.2008.11.012,pub.1046183593
10.1038/ncb1269,pub.1032191109
10.1016/j.jprot.2010.08.001,pub.1046173833
10.3748/wjg.14.1842,pub.1071360197
10.1158/0008-5472.can-09-1688,pub.1027021991
10.1097/00024382-200606001-00166,pub.1001751059
10.1186/cc2476,pub.1038530764
10.1096/fj.06-6283com,pub.1024105759
10.1002/cbic.200500459,pub.1016839679
10.1186/cc2569,pub.1037544265
10.1039/b911821g,pub.1030973123
10.1097/shk.0b013e318164e2c3,pub.1034535347
10.1097/00003246-200512002-00016,pub.1016733558
10.1126/science.319.5867.1157e,pub.1062597561
10.1111/j.1582-4934.2010.01129.x,pub.1045481197
10.1016/j.molmed.2004.02.007,pub.1052531906
10.1182/blood-2004-02-0616,pub.1026660020
10.1088/0957-4484/21/18/185101,pub.1042174174
10.1097/00003246-200512002-00024,pub.1013983447
10.1096/fj.10-1101ufm,pub.1047056002
10.1097/01.wox.0000301243.93420.c8,pub.1060323074
10.1111/j.1462-5822.2004.00408.x,pub.1052457578
10.1016/j.bbadis.2010.07.013,pub.1007306250
10.1016/s0335-7457(00)80060-x,pub.1023704284
10.1091/mbc.e09-09-0782,pub.1012850224
10.1016/s0025-7753(04)75337-3,pub.1003407576
10.1091/mbc.e02-12-0830,pub.1050542272
10.1016/j.febslet.2008.01.009,pub.1044440716
10.1093/nar/29.14.2927,pub.1041047001
10.1016/s1359-6349(10)71111-3,pub.1035264074
10.1046/j.1471-4159.2003.01747.x,pub.1023572351
10.1128/mcb.00429-10,pub.1004793573
10.1016/j.molimm.2004.09.012,pub.1014133232
10.1016/s0002-9440(10)61171-6,pub.1017509344
10.1016/j.intimp.2010.04.014,pub.1028212571
10.11606/t.46.2006.tde-09022007-173301,pub.1103405388
10.1016/j.crvi.2008.10.003,pub.1052612199
10.1111/j.1365-2796.2009.02102.x,pub.1017397152
10.1016/j.coi.2009.12.007,pub.1016045297
10.1111/j.1365-2567.2004.02001.x,pub.1020787845
10.1016/j.bbi.2010.07.249,pub.1036653746
10.1186/ar535,pub.1049318451
10.1016/0005-2736(92)90238-h,pub.1047171508
10.1242/jcs.064386,pub.1039526118
10.1002/pmic.201000220,pub.1036665844
10.1016/j.ygeno.2009.04.009,pub.1002725745
10.1055/s-2007-1000369,pub.1057475223
10.1016/s0007-4551(15)30963-2,pub.1038925156
10.1016/j.bbapap.2005.10.002,pub.1024223689
10.1038/aps.2009.143,pub.1006696219
10.1016/j.molcel.2006.02.007,pub.1041921660
10.1111/j.1365-2133.2006.07708.x,pub.1042306992
10.2217/epi.10.51,pub.1002333161
10.1261/rna.534807,pub.1045731792
10.1128/mcb.00752-09,pub.1026898952
10.1007/s10577-007-1151-0,pub.1030899072
10.1073/pnas.0801313105,pub.1018466504
10.1016/s1097-2765(02)00544-0,pub.1033337418
10.1002/prca.200780140,pub.1032184488
10.1016/s0264-410x(02)00384-5,pub.1051824850
10.1021/bi101518x,pub.1055203691
10.1126/science.1168805,pub.1030684943
10.1186/ar489,pub.1020503308
10.1016/j.coi.2005.02.003,pub.1032257842
10.1016/j.bbaexp.2006.08.006,pub.1005752105
10.1016/s0378-1119(01)00553-4,pub.1020935537
10.1016/j.jalz.2018.06.127,pub.1107768823
10.1016/s0301-472x(02)00791-9,pub.1048818075
10.1371/journal.pbio.0030209,pub.1014135199
10.1016/j.cell.2010.10.035,pub.1025327137
10.1038/nature06523,pub.1036803675
10.1128/mcb.24.11.4835-4847.2004,pub.1047056536
10.1089/rej.2007.0546,pub.1059307989
10.1016/j.drup.2010.02.001,pub.1029268703
10.1097/00024382-200606001-00152,pub.1042859019
10.4000/annuaire-cdf.311,pub.1071824327
10.1097/01.cji.0000191044.76190.e5,pub.1045064511
10.1016/j.bbabio.2008.03.027,pub.1039858266
10.1097/01.cji.0000190999.78868.e4,pub.1002825451
10.1099/00221287-148-4-1081,pub.1060371058
10.1002/prca.200700086,pub.1050657336
10.1016/j.ymeth.2007.06.002,pub.1048987373
10.1074/jbc.m210620200,pub.1020275922
10.1093/genetics/158.2.613,pub.1074834148
10.1093/nar/gkl825,pub.1030825751
10.1152/ajplung.90601.2008,pub.1043759113
10.1097/wnr.0b013e3283383467,pub.1036693228
10.1016/j.mehy.2008.06.022,pub.1020008125
10.1242/jcs.047399,pub.1001025021
10.1002/biot.200800038,pub.1032563511
10.1093/hmg/ddq355,pub.1021463720
10.1097/moh.0b013e3280d2b757,pub.1008868710
10.1097/01.cji.0000191081.43910.29,pub.1034646718
10.1016/j.tplants.2006.07.006,pub.1018481028
10.1016/j.cell.2007.03.016,pub.1004763235
10.1128/mcb.22.13.4792-4802.2002,pub.1029617145
10.1111/j.1365-2958.2006.05522.x,pub.1048939620
10.1074/mcp.m500006-mcp200,pub.1028451169
10.1016/j.jprot.2009.06.005,pub.1025221569
10.1016/j.addr.2010.06.001,pub.1029734160
10.1083/jcb.1726iti4,pub.1018870662
10.4049/jimmunol.180.7.4679,pub.1077622081
10.1016/j.ibmb.2005.08.004,pub.1053294484
10.1046/j.1365-2958.2002.03104.x,pub.1048476388
10.1097/00003246-200512002-00028,pub.1010325798
10.1093/nar/gkq772,pub.1037638375
10.1016/j.molcel.2006.10.023,pub.1038921959
10.1261/rna.955508,pub.1031039030
10.1155/2010/613504,pub.1020063059
10.1111/j.1365-294x.2008.04078.x,pub.1013361811
10.1093/rheumatology/39.8.927,pub.1000990948
10.1016/j.yjmcc.2010.06.010,pub.1017351953
10.1016/j.jdermsci.2007.03.002,pub.1026529615
10.1186/cc2697,pub.1027928234
10.1007/s00335-004-3006-8,pub.1034299024
10.11606/d.42.2010.tde-12012011-083902,pub.1103429375
10.1101/gad.1438306,pub.1036965976
10.1002/jso.21489,pub.1043359986
10.1261/rna.1386208,pub.1050531827
10.1186/cc2546,pub.1053743993
10.1016/j.jpeds.2006.03.014,pub.1032436498
